475	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
475	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
487	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
487	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
1977	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
1977	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
2037	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
2037	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
3568	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
3568	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
3580	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
3580	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
4057	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
4057	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
4117	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
4117	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
5620	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
5620	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
5632	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
5632	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
6109	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
6109	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
6169	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
6169	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
7672	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
7672	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
7684	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
7684	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
8161	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
8161	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
8221	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
8221	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
9724	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
9724	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
9736	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
9736	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
10213	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
10213	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
10273	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
10273	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
11776	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
11776	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
11788	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
11788	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
12265	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
12265	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
12325	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
12325	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
13828	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
13828	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
13840	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
13840	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
14317	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
14317	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
14377	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
14377	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
15880	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
15880	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
15892	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
15892	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
16369	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
16369	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
16429	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
16429	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
17932	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
17932	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
17944	0xbb9bc244d798123fde783fcc1c72d3bb8c189413	0x304a554a310c7e546dfe434669c62820b7d83490	258056564760381731336
17944	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
18421	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
18481	0xd2e16a20dd7b1ae54fb0312209784478d069c7b0	0xc0ee9db1a9e07ca63e4ff0d5fb6f86bf68d47b89	22190537131
