0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0x2e193db1489f0b5a857a0980fac13266b488b10ad9d9a9d0a33a9d2be6056e5c,1521890274,62,0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0x12d726d28958026395796ca1dc5b41e246ef7518,10000000000000000
0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0xa55f4167ffc049ccd7918e9291c9f04ac21fc7d502c51a56bbc573f20b8370b4,1521890364,125,0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0x12d726d28958026395796ca1dc5b41e246ef7518,10000000000000000
0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0x61801334ee6340aa66822c623cbe834eb7c07838584f85ae83370e34d9139aee,1521890397,188,0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0x12d726d28958026395796ca1dc5b41e246ef7518,10000000000000000
0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0xf4a96a2ef44e6d54c920293b0cec2fa0ad2b129f542cdf6bd004a0090c9adbca,1521890459,251,0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0x12d726d28958026395796ca1dc5b41e246ef7518,10000000000000000
0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0xc4d66b7bec5027b692c52b2d810bf82ec4c6a27e7f19015000650db2ea41ff28,1521890512,314,0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0x12d726d28958026395796ca1dc5b41e246ef7518,10000000000000000
0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0x89c45cff28a7a8759d1f411202b99a852737b7a0acf3f266faf35dee3373452b,1521890626,377,0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0x12d726d28958026395796ca1dc5b41e246ef7518,10000000000000000
0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0x7a7e0a967def72b288c3db713e9d036241cf37e1bec3c751bc0d78aa6d54c5e3,1521890679,440,0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0x12d726d28958026395796ca1dc5b41e246ef7518,10000000000000000
0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0x9312d274867454b13654861eb6a119b3a6f23bdb4dd000d75f72d70801d2f995,1521890742,503,0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0x12d726d28958026395796ca1dc5b41e246ef7518,10000000000000000
0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0xe0d0bd46f04b915acb3fb948066b97153ffaa35bd6238c6dc3ed499db9581fc6,1521890787,566,0xd8c0ab7b14032c9410709fdfdd7a16502ee73914,0x12d726d28958026395796ca1dc5b41e246ef7518,10000000000000000
0xa651c4d689eac3a740cb83c090a72a48dd8764bb,0x7e8e7bd54251d3c6320ea25116724dbc90bc7fe301a43569460c011b53e4f6ee,1562188390,7364,0xa651c4d689eac3a740cb83c090a72a48dd8764bb,0x3c97e5c57d31eab83e06900b810660ed6a5f6e4b,6000000000000000000
0xa651c4d689eac3a740cb83c090a72a48dd8764bb,0xb3a468eb1b666940045a85738ea937263bd64b35edafd105382dc03fe6751f4e,1562187927,8026,0xa651c4d689eac3a740cb83c090a72a48dd8764bb,0x3c97e5c57d31eab83e06900b810660ed6a5f6e4b,6000000000000000000
