0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0x7117d97d996136cc4f567763daf3a3e19ed555a546c06e963725476824994574,0xc4924c968f425da85e4ee63a13f3f109b8e1b8a1d8e50916d719a48178b15809,1566842482,8427352,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0xe229fc7a34961064e00e120ec9f99ff70e5fe26191c5ab92d88166e6982f1086,0x11c6e26e1e1db7ecd542ed843d1e89ada2fc4bfb7df4577e0b84d121503bd444,1566842510,8427354,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0xe229fc7a34961064e00e120ec9f99ff70e5fe26191c5ab92d88166e6982f1086,0x72ed5bf52fab0b25c57798cb6d361b41d011362c09de53c79883dcc4b8d34da3,1566842510,8427354,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0xe229fc7a34961064e00e120ec9f99ff70e5fe26191c5ab92d88166e6982f1086,0x2b2f83e759cf3c991d5fc391fed657455774e54b9bb4a67ed8c925c574d6d730,1566842510,8427354,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0xe229fc7a34961064e00e120ec9f99ff70e5fe26191c5ab92d88166e6982f1086,0xf7b40c9365ee393b671ff54a990a6386bdc3741c0218ac7b9d344f6d10318d05,1566842510,8427354,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0x11c6e26e1e1db7ecd542ed843d1e89ada2fc4bfb7df4577e0b84d121503bd444,0x72ed5bf52fab0b25c57798cb6d361b41d011362c09de53c79883dcc4b8d34da3,1566842510,8427354,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0x11c6e26e1e1db7ecd542ed843d1e89ada2fc4bfb7df4577e0b84d121503bd444,0x2b2f83e759cf3c991d5fc391fed657455774e54b9bb4a67ed8c925c574d6d730,1566842510,8427354,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0x11c6e26e1e1db7ecd542ed843d1e89ada2fc4bfb7df4577e0b84d121503bd444,0xf7b40c9365ee393b671ff54a990a6386bdc3741c0218ac7b9d344f6d10318d05,1566842510,8427354,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0x72ed5bf52fab0b25c57798cb6d361b41d011362c09de53c79883dcc4b8d34da3,0x2b2f83e759cf3c991d5fc391fed657455774e54b9bb4a67ed8c925c574d6d730,1566842510,8427354,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0x72ed5bf52fab0b25c57798cb6d361b41d011362c09de53c79883dcc4b8d34da3,0xf7b40c9365ee393b671ff54a990a6386bdc3741c0218ac7b9d344f6d10318d05,1566842510,8427354,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0x2b2f83e759cf3c991d5fc391fed657455774e54b9bb4a67ed8c925c574d6d730,0xf7b40c9365ee393b671ff54a990a6386bdc3741c0218ac7b9d344f6d10318d05,1566842510,8427354,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0x55c90eb31f91634839e7bcedd827e05b728c0d818a6748802b493984b0edf85b,0xdae06df70881f9dcf3d4be82ff506001dedebd563677ac08d55523597991babc,1566842552,8427357,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0xd17eb0b5beec3dfad70263a01f4483ac5d4b6634d55460488f9f2ad224a9a63e,0x4a274cbdef9ec4263a7ef5de41a7bf38d579342e96202252c9572d827bb2ffba,1566842597,8427361,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0xfad275774f2fe474f41c9f4ae61a363406a139099fe3eca0d0f49f7d7878ac72,0x3e3cde323e823963ad323f618e70a38a4dae6b27363f8044127fd3aaaeb7fcee,1566842428,8427348,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0x158bfd78fcd1f3897a5e4262cab15d8ab94896709a2b4a8d2599d06a004b0f88,0xaeece5de1c0c410afde1b40bf66ca18a7e6412060b065b6815a94b28cd5ce4df,1566842437,8427349,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0xa5dac305a250d4ad66cbb76e62a97a3689c03d52188f31dd27fae78d9c59786e,0x039cf711ddc9222a72569bafb94cca267e15a4b26c1c38d57346e5278fc79206,1566843147,8427404,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0x12f69b7d3111eda61c28489f84a9b9982ea3416b13002bb8414ed1899a8a4fb5,0x15ba31123b9b76d5cd2164f5f1738e2c1e189e71a0bd64223109280110605497,1566842889,8427385,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff,0x30cfbad8a5d08f249fa59842b6eed9a592ca055eab16fa610e69d12f6e3819c4,0x73fc9613c23420632785f9baaaa9fb77bd8294c2acf418f7603529d7800b3821,1566843103,8427398,0xdc3feadcaf7368b42a86129ff0b2c2eda24156ff
0x8df5151b3ea4cde515b7dca1c7a388225c1efdc3,0x75b81c2a4d49d1e5f7fce216bfb7cc9d125a6581591c35ec9da6bec5a12eeeb4,0x4f41cf4ec1738562dc648b54772aeb4397d548f0de7d44028d1f9f89c954bc68,1573632716,8925333,0x8df5151b3ea4cde515b7dca1c7a388225c1efdc3
0x8df5151b3ea4cde515b7dca1c7a388225c1efdc3,0x08f44a3abbacaa6cc71460bda5630eda175c8f68d10332fb4fc3a799758aa866,0x4cc0badae2dc5d71f399fa36e2d9f53646d720f4a5e2b840c087ce0ff2e5f2b0,1573632731,8925334,0x8df5151b3ea4cde515b7dca1c7a388225c1efdc3
0x030a6faf06108eaab834181b8edaf6d1e4b3007f,0xb23cd40ec3f0bc5db80d7d21ba0ccdbce0aa1253852b7819bad7e63fc9d8abea,0x4602541dfc888e20b2c1715d744f1f36406451116856d6b8960a168dea3011e0,1521671504,5297653,0x030a6faf06108eaab834181b8edaf6d1e4b3007f
0x030a6faf06108eaab834181b8edaf6d1e4b3007f,0x112bac0a1bebaf04f83735215e1b5614cab811e6a90e0d3970e3033ee467e9ff,0xd48c1bc3a6feb517fa6acede896823f1cc386322e79e4f1cddd7d9ea9cf74753,1521671531,5297655,0x030a6faf06108eaab834181b8edaf6d1e4b3007f
0x33dcb440beb0c640fa75ac297bc2e048e6853844,0x24205d421e1e0540fb97a23b54fdde29ee29fa0579453c93833dc7d41cb069b3,0x0571ae73d0812fc0756451ba92b6c13b965caef4d4aa1b8d4a23ae839ba9d86f,1539302442,6497974,0x33dcb440beb0c640fa75ac297bc2e048e6853844
0x33dcb440beb0c640fa75ac297bc2e048e6853844,0x24205d421e1e0540fb97a23b54fdde29ee29fa0579453c93833dc7d41cb069b3,0x64239889ee7b14884df007e792f54e0aba134b5bb0c69e7aaeda787764a214c5,1539302442,6497974,0x33dcb440beb0c640fa75ac297bc2e048e6853844
0x33dcb440beb0c640fa75ac297bc2e048e6853844,0x0571ae73d0812fc0756451ba92b6c13b965caef4d4aa1b8d4a23ae839ba9d86f,0x64239889ee7b14884df007e792f54e0aba134b5bb0c69e7aaeda787764a214c5,1539302442,6497974,0x33dcb440beb0c640fa75ac297bc2e048e6853844
0x33dcb440beb0c640fa75ac297bc2e048e6853844,0x78049f27d4fcc3d1a1942db6d6da53c4f172850a9695d5ab75efb89a7d7e6dd1,0x06a552dbe71ac01bb99c43fd1e2ee37a90037cd079cd4aeed8033a04187ba72d,1539302582,6497989,0x33dcb440beb0c640fa75ac297bc2e048e6853844
0x33dcb440beb0c640fa75ac297bc2e048e6853844,0x78049f27d4fcc3d1a1942db6d6da53c4f172850a9695d5ab75efb89a7d7e6dd1,0x1c9e259a3ebd15bdb60dd7d59b5f43f0c367626a21a7458c4d386da7445b9a79,1539302582,6497989,0x33dcb440beb0c640fa75ac297bc2e048e6853844
